firm_name_fda,normalized_name,source,n_records,match_status,n_gvkey_candidates,gvkey,company_name_compustat,sic,costat,cik,cross_entity_family
"COVIDIEN, FORMERLY NELLCOR PURITAN BENNETT MEXICO, S.A. DE C",COVIDIEN FORMERLY NELLCOR PURITAN BENNETT MEXICO S A DE C,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY NELLCOR PURITAN,",COVIDIEN FORMERLY NELLCOR PURITAN,part803_maude,1,unmatched,,,,,,,
BECTON DICKSON,BECTON DICKSON,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY NELLCOR PURITANNELLCOR PURITAN BENNETT IRELAND",COVIDIEN FORMERLY NELLCOR PURITANNELLCOR PURITAN BENNETT IRELAND,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY NELLCOR PURTAN",COVIDIEN FORMERLY NELLCOR PURTAN,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY NELLCOR TYCOHEALTHCARE",COVIDIEN FORMERLY NELLCOR TYCOHEALTHCARE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY NELLCOR, NEW MERVUE INDUSTRIAL PARK",COVIDIEN FORMERLY NELLCOR NEW MERVUE INDUSTRIAL PARK,part803_maude,1,unmatched,,,,,,,
BECTON DICKINSON AND OCMPANY,BECTON DICKINSON AND OCMPANY,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY NELLCORP",COVIDIEN FORMERLY NELLCORP,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FOMERLY USSC",COVIDIEN FOMERLY USSC,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FOERMLY TISSUE SCIENCE",COVIDIEN FOERMLY TISSUE SCIENCE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY TISSUE SCIENCES",COVIDIEN FORMERLY TISSUE SCIENCES,part803_maude,1,unmatched,,,,,,,
COVIDIEN NORTH HAVEN - MGF,COVIDIEN NORTH HAVEN MGF,part803_maude,1,unmatched,,,,,,,
COVIDIEN NELLCOR PURITAN BENNETT,COVIDIEN NELLCOR PURITAN BENNETT,part803_maude,1,unmatched,,,,,,,
COVIDIEN NELLCOR PURRITAN BENNETT,COVIDIEN NELLCOR PURRITAN BENNETT,part803_maude,1,unmatched,,,,,,,
COVIDIEN NELLCOR-TYCO,COVIDIEN NELLCOR TYCO,part803_maude,1,unmatched,,,,,,,
COVIDIEN NORT HAVEN - MFG,COVIDIEN NORT HAVEN MFG,part803_maude,1,unmatched,,,,,,,
COVIDIEN NORTH HAVEM - MFG,COVIDIEN NORTH HAVEM MFG,part803_maude,1,unmatched,,,,,,,
"BECTON, DICKINSON, AND COMPANY / C. R. BARD, INC.",BECTON DICKINSON AND C R BARD,part803_maude,1,unmatched,,,,,,,
COVIDIEN NORTH HAVEN -  MFG,COVIDIEN NORTH HAVEN MFG,part803_maude,1,unmatched,,,,,,,
"BECTON, DICKINSON, & COMPANY/ BD RAPID DIAGNOSTICS (SUZHOU) CO. LTD.",BECTON DICKINSON AND BD RAPID DIAGNOSTICS SUZHOU,part803_maude,1,unmatched,,,,,,,
COVIDIEN NORTH HAVEN -- MFG,COVIDIEN NORTH HAVEN MFG,part803_maude,1,unmatched,,,,,,,
COVIDIEN PHARMACEUTICALS,COVIDIEN PHARMACEUTICALS,part803_maude,1,unmatched,,,,,,,
COVIDIEN NORTH HAVEN LP LLC - MFG,COVIDIEN NORTH HAVEN MFG,part803_maude,1,unmatched,,,,,,,
COVIDIEN NORTH HAVEN MFG,COVIDIEN NORTH HAVEN MFG,part803_maude,1,unmatched,,,,,,,
"BECTON, DICKINSON AND COMPANY/BD",BECTON DICKINSON AND BD,part803_maude,1,unmatched,,,,,,,
COVIDIEN NOTH HAVEN - MFG,COVIDIEN NOTH HAVEN MFG,part803_maude,1,unmatched,,,,,,,
COVIDIEN OPERATIONAL HEADQUARTERS,COVIDIEN OPERATIONAL HEADQUARTERS,part803_maude,1,unmatched,,,,,,,
COVIDIEN OR VALLEY LAB,COVIDIEN OR VALLEY LAB,part803_maude,1,unmatched,,,,,,,
COVIDIEN P LLC NORTH HAVEN,COVIDIEN P NORTH HAVEN,part803_maude,1,unmatched,,,,,,,
COVIDIEN P/C,COVIDIEN P C,part803_maude,1,unmatched,,,,,,,
COVIDIEN NELLCOR HEALTHCARE,COVIDIEN NELLCOR HEALTHCARE,part803_maude,1,unmatched,,,,,,,
COVIDIEN MFG. SOLUTIONS SA,COVIDIEN MFG SOLUTIONS,part803_maude,1,unmatched,,,,,,,
COVIDIEN MFG.,COVIDIEN MFG,part803_maude,1,unmatched,,,,,,,
BED CHECK CORP,BED CHECK,part803_maude,1,unmatched,,,,,,,
BIO-MET,BIO MET,part803_maude,1,unmatched,,,,,,,
"BETA BIONICS, INCC.",BETA BIONICS INCC,part803_maude,1,unmatched,,,,,,,
"COVIDIEN MANUFACTURING SOLUTIONS SA, COSTA RICA",COVIDIEN MANUFACTURING SOLUTIONS COSTA RICA,part803_maude,1,unmatched,,,,,,,
"COVIDIEN MANUFACTURING SOLUTIONS, SA",COVIDIEN MANUFACTURING SOLUTIONS,part803_maude,1,unmatched,,,,,,,
COVIDIEN MED PRODUCTS,COVIDIEN MED PRODUCTS,part803_maude,1,unmatched,,,,,,,
COVIDIEN MEDICAL,COVIDIEN MEDICAL,part803_maude,1,unmatched,,,,,,,
"COVIDIEN MEDICAL , LLC (SHANGHAI)",COVIDIEN MEDICAL SHANGHAI,part803_maude,1,unmatched,,,,,,,
COVIDIEN MEDICAL LLC (SHANGHAI),COVIDIEN MEDICAL SHANGHAI,part803_maude,1,unmatched,,,,,,,
BETA BIONICS OINC.GANIZATION,BETA BIONICS OINC GANIZATION,part803_maude,1,unmatched,,,,,,,
COVIDIEN MEDICAL PRODUCTS (SHANGHAI,COVIDIEN MEDICAL PRODUCTS SHANGHAI,part803_maude,1,unmatched,,,,,,,
BETA BIONICS INX,BETA BIONICS INX,part803_maude,1,unmatched,,,,,,,
BETA BIONICS IMC,BETA BIONICS IMC,part803_maude,1,unmatched,,,,,,,
COVIDIEN MEDICAL PRODUCTS (SHANGHAI) MANUFACTURING. LLC,COVIDIEN MEDICAL PRODUCTS SHANGHAI MANUFACTURING,part803_maude,1,unmatched,,,,,,,
COVIDIEN MEDICAL PRODUCTS VALLEYLAB,COVIDIEN MEDICAL PRODUCTS VALLEYLAB,part803_maude,1,unmatched,,,,,,,
COVIDIEN MEDICAL PRODUCTS...,COVIDIEN MEDICAL PRODUCTS,part803_maude,1,unmatched,,,,,,,
COVIDIEN MEDIOCRE / MEDTRONIC ENGINEERING AND INNOVATION CENTER (MEIC),COVIDIEN MEDIOCRE MEDTRONIC ENGINEERING AND INNOVATION CENTER MEIC,part803_maude,1,unmatched,,,,,,,
COVIDIEN MEDTRONIC / COVIDIEN,COVIDIEN MEDTRONIC COVIDIEN,part803_maude,1,unmatched,,,,,,,
COVIDIEN PATIENT CARE AND SAFETY PRODUCTS,COVIDIEN PATIENT CARE AND SAFETY PRODUCTS,part803_maude,1,unmatched,,,,,,,
"BECTON, DICKINSON AND COMPANY/ CAREFUSION 2200, INC.",BECTON DICKINSON AND CAREFUSION 2200,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FOERMERLY US SURGICAL",COVIDIEN FOERMERLY SURGICAL,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, ATHLONE",COVIDIEN ATHLONE,part803_maude,1,unmatched,,,,,,,
COVIDIEN USA/CARDINAL HEALTH,COVIDIEN CARDINAL HEALTH,part803_maude,1,unmatched,,,,,,,
COVIDIEN VALLEY,COVIDIEN VALLEY,part803_maude,1,unmatched,,,,,,,
"BECTON, DICKINSON AND COMPANY / BD SWITZERLAND SARL",BECTON DICKINSON AND BD SWITZERLAND SARL,part803_maude,1,unmatched,,,,,,,
COVIDIEN VALLEYLAB (FORMERLY TYCO),COVIDIEN VALLEYLAB FORMERLY TYCO,part803_maude,1,unmatched,,,,,,,
COVIDIEN VALLEYLAB FORCE FX,COVIDIEN VALLEYLAB FORCE FX,part803_maude,1,unmatched,,,,,,,
"COVIDIEN VALLEYLAB, A DIVISION OF TYCO HEALTHCARE GRP LP",COVIDIEN VALLEYLAB A DIVISION OF TYCO HEALTHCARE GRP,part803_maude,1,unmatched,,,,,,,
COVIDIEN VALLYELAB,COVIDIEN VALLYELAB,part803_maude,1,unmatched,,,,,,,
COVIDIEN VASCULAR THERAPIES,COVIDIEN VASCULAR THERAPIES,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, AVENIDA HENEQUEN",COVIDIEN AVENIDA HENEQUEN,part803_maude,1,unmatched,,,,,,,
COVIDIEN PRODUCTS,COVIDIEN PRODUCTS,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, BARRX",COVIDIEN BARRX,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, CORMERLY USSC PUERTO RICO",COVIDIEN CORMERLY USSC PUERTO RICO,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, COVIDIEN MFG",COVIDIEN COVIDIEN MFG,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, COVIDIEN MFG.",COVIDIEN COVIDIEN MFG,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, COVIDIEN, FORMERLY USSC PUERTO RICO",COVIDIEN COVIDIEN FORMERLY USSC PUERTO RICO,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, EV3",COVIDIEN EV3,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FOERMERLY NELLCOR PURITAN",COVIDIEN FOERMERLY NELLCOR PURITAN,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FOERMERLY TISSUE",COVIDIEN FOERMERLY TISSUE,part803_maude,1,unmatched,,,,,,,
"BECTON, DICKINSON AND COMPANY / BECTON DICKINSON INFUSION THERAPY SYSTEMS INC. S.A. DE C.V.",BECTON DICKINSON AND BECTON DICKINSON INFUSION THERAPY SYSTEMS S A DE C V,part803_maude,1,unmatched,,,,,,,
COVIDIEN UNTIED STATES SURGICAL CORPORATION,COVIDIEN UNTIED STATES SURGICAL,part803_maude,1,unmatched,,,,,,,
"COVIDIEN UNITED STATES SURGICAL, INC.",COVIDIEN UNITED STATES SURGICAL,part803_maude,1,unmatched,,,,,,,
COVIDIEN UNITED STATES SURGICAL CRPORATION,COVIDIEN UNITED STATES SURGICAL CRPORATION,part803_maude,1,unmatched,,,,,,,
"BECTON, DICKINSON AND COMPANY/ CAREFUSION 2200 INC.",BECTON DICKINSON AND CAREFUSION 2200,part803_maude,1,unmatched,,,,,,,
"BECTON, DICKINSON AND COMPANY/ CAREFUSION",BECTON DICKINSON AND CAREFUSION,part803_maude,1,unmatched,,,,,,,
COVIDIEN PURTIAN BENNETT,COVIDIEN PURTIAN BENNETT,part803_maude,1,unmatched,,,,,,,
COVIDIEN RESPIRATORY & MONITORING SOLUTIONS,COVIDIEN RESPIRATORY AND MONITORING SOLUTIONS,part803_maude,1,unmatched,,,,,,,
COVIDIEN RESPIRATORY AND MONITORING SOLUTIONS,COVIDIEN RESPIRATORY AND MONITORING SOLUTIONS,part803_maude,1,unmatched,,,,,,,
COVIDIEN RMS,COVIDIEN RMS,part803_maude,1,unmatched,,,,,,,
COVIDIEN SALES LLC,COVIDIEN SALES,part803_maude,1,unmatched,,,,,,,
COVIDIEN SHERWOOD,COVIDIEN SHERWOOD,part803_maude,1,unmatched,,,,,,,
"BECTON, DICKINSON AND COMPANY / CAREFUSION 2200, INC.",BECTON DICKINSON AND CAREFUSION 2200,part803_maude,1,unmatched,,,,,,,
COVIDIEN SURGICAL SERVICES GROUP,COVIDIEN SURGICAL SERVICES,part803_maude,1,unmatched,,,,,,,
COVIDIEN SURGICAL SUPPLY,COVIDIEN SURGICAL SUPPLY,part803_maude,1,unmatched,,,,,,,
COVIDIEN THROUGH MEDTRONICS,COVIDIEN THROUGH MEDTRONICS,part803_maude,1,unmatched,,,,,,,
COVIDIEN TYCO,COVIDIEN TYCO,part803_maude,1,unmatched,,,,,,,
COVIDIEN U.S. SURGICAL,COVIDIEN U S SURGICAL,part803_maude,1,unmatched,,,,,,,
COVIDIEN UNITED STATES SURGICAL CORP.,COVIDIEN UNITED STATES SURGICAL,part803_maude,1,unmatched,,,,,,,
COVIDIEN UNITED STATES SURGICAL CORPOATION,COVIDIEN UNITED STATES SURGICAL CORPOATION,part803_maude,1,unmatched,,,,,,,
"BECTON, DICKINSON AND COMPANY / CAREFUSION",BECTON DICKINSON AND CAREFUSION,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY TISSUE SCIENCE LABS",COVIDIEN FORMERLY TISSUE SCIENCE LABS,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY TISSUES SCIENCE",COVIDIEN FORMERLY TISSUES SCIENCE,part803_maude,1,unmatched,,,,,,,
COVIDIEN/COVIDIEN LP,COVIDIEN COVIDIEN,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, MEDIQUIP SDN. BHD",COVIDIEN MEDIQUIP SDN BHD,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, IRVIE",COVIDIEN IRVIE,part803_maude,1,unmatched,,,,,,,
"BECTON DICKINSON AND CO. / BARD ACCESS SYSTEMS, INC.",BECTON DICKINSON AND BARD ACCESS SYSTEMS,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, LC (SHANGHAI)",COVIDIEN LC SHANGHAI,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, LLC, FORMERLY REGISTERED AS TYCO HELATHCARE",COVIDIEN FORMERLY REGISTERED TYCO HELATHCARE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, LLC/CARDINAL HEALTH",COVIDIEN CARDINAL HEALTH,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, LLN",COVIDIEN LLN,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, LLS (SHANGHAI)",COVIDIEN LLS SHANGHAI,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, LP (VALLEYLAB)",COVIDIEN VALLEYLAB,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, NELLCOR PURITAN BENNETT",COVIDIEN NELLCOR PURITAN BENNETT,part803_maude,1,unmatched,,,,,,,
"COVIDIEN,FORMERLY NELLCOR",COVIDIEN FORMERLY NELLCOR,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, QUALITY ASSURANCE DEPARTMENT",COVIDIEN QUALITY ASSURANCE DEPARTMENT,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, SORERMLY TISSUE",COVIDIEN SORERMLY TISSUE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, TISSUE",COVIDIEN TISSUE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, TYCO HEALTHCARE GROUP LP",COVIDIEN TYCO HEALTHCARE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, TYCO UNITED STATES SURGICAL ACCOUNT: 120120300",COVIDIEN TYCO UNITED STATES SURGICAL ACCOUNT 120120300,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, TYCO/US SURGICAL CORP HEALTHCARE DIVISION",COVIDIEN TYCO SURGICAL HEALTHCARE DIVISION,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, U.S. HEADQUARTERS",COVIDIEN U S HEADQUARTERS,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, UNITED STATES SURGICAL GROUP LP",COVIDIEN UNITED STATES SURGICAL,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, IRIVEN",COVIDIEN IRIVEN,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, INC. / CARDINAL HEALTH 200, LLC.",COVIDIEN CARDINAL HEALTH 200,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FROMERLY USSC",COVIDIEN FROMERLY USSC,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FROMERLY NELLCOR PURITAN",COVIDIEN FROMERLY NELLCOR PURITAN,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLYCO",COVIDIEN FORMERLYCO,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLYTISSUE",COVIDIEN FORMERLYTISSUE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLYTISSUE SCIENCE LABORATORIES, PLC",COVIDIEN FORMERLYTISSUE SCIENCE LABORATORIES,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLYUSSC PUERTO RICO.",COVIDIEN FORMERLYUSSC PUERTO RICO,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLYVALLYLAB A DIVISION OF TYCO HEALTHCARE",COVIDIEN FORMERLYVALLYLAB A DIVISION OF TYCO HEALTHCARE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLYY TISSUE",COVIDIEN FORMERLYY TISSUE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERRLY NELLCOR",COVIDIEN FORMERRLY NELLCOR,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERY NELLCOR",COVIDIEN FORMERY NELLCOR,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERY TISSUE",COVIDIEN FORMERY TISSUE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERY USSC",COVIDIEN FORMERY USSC,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERYL US",COVIDIEN FORMERYL,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERYLY NELLCOR PURITAN BENNETT IRELAND",COVIDIEN FORMERYLY NELLCOR PURITAN BENNETT IRELAND,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERYLY USSC PUERTO RICO",COVIDIEN FORMERYLY USSC PUERTO RICO,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMLERY US",COVIDIEN FORMLERY,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMLY VALLEYLAB, A DIVISION OF TYCO HEALTHCARE",COVIDIEN FORMLY VALLEYLAB A DIVISION OF TYCO HEALTHCARE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMMERLY USSC PUERTO RICO",COVIDIEN FORMMERLY USSC PUERTO RICO,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORRMERLY USSC",COVIDIEN FORRMERLY USSC,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, VALLEYLAB, A DIVISION OF TYCO HEALTHCARE GROUP LP",COVIDIEN VALLEYLAB A DIVISION OF TYCO HEALTHCARE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN,FORMERLY TISSUE",COVIDIEN FORMERLY TISSUE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY, USSC",COVIDIEN FORMERLY USSC,part803_maude,1,unmatched,,,,,,,
BECTON DICKINSON & SO.,BECTON DICKINSON AND SO,part803_maude,1,unmatched,,,,,,,
COVIDIEN/ FOMERLY TYCO HEALTHCARE,COVIDIEN FOMERLY TYCO HEALTHCARE,part803_maude,1,unmatched,,,,,,,
COVIDIEN/ FOMERLY TYCOHEA,COVIDIEN FOMERLY TYCOHEA,part803_maude,1,unmatched,,,,,,,
COVIDIEN/ FORMERALY TYCO HEALTHCARE,COVIDIEN FORMERALY TYCO HEALTHCARE,part803_maude,1,unmatched,,,,,,,
COVIDIEN/ FORMERLY,COVIDIEN FORMERLY,part803_maude,1,unmatched,,,,,,,
COVIDIEN/ FORMERLY HEALTHCARE,COVIDIEN FORMERLY HEALTHCARE,part803_maude,1,unmatched,,,,,,,
BECTON DICKINSON AND CO BECTON DICKINSON MEDICAL,BECTON DICKINSON AND BECTON DICKINSON MEDICAL,part803_maude,1,unmatched,,,,,,,
"BECTON DICKINSON AND CO / CAREFUSION 2200, INC.",BECTON DICKINSON AND CAREFUSION 2200,part803_maude,1,unmatched,,,,,,,
COVIDIEN/ FORMERLY TYCO HEALTCARE,COVIDIEN FORMERLY TYCO HEALTCARE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN/ FORMERLY TYCO HEALTHCARE, INC.",COVIDIEN FORMERLY TYCO HEALTHCARE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN,FORMERLY US SUR...",COVIDIEN FORMERLY SUR,part803_maude,1,unmatched,,,,,,,
COVIDIEN/ MEDTRONIC INC.,COVIDIEN MEDTRONIC,part803_maude,1,unmatched,,,,,,,
"COVIDIEN/ MEDTRONIC, INC.",COVIDIEN MEDTRONIC,part803_maude,1,unmatched,,,,,,,
COVIDIEN/ MEDTRONIC/ GIVEN IMAGING,COVIDIEN MEDTRONIC GIVEN IMAGING,part803_maude,1,unmatched,,,,,,,
COVIDIEN/ SOFRADIM,COVIDIEN SOFRADIM,part803_maude,1,unmatched,,,,,,,
COVIDIEN/ SOFRADIM PRODUCTION,COVIDIEN SOFRADIM PRODUCTION,part803_maude,1,unmatched,,,,,,,
COVIDIEN/ TYCO HEALTHCARE,COVIDIEN TYCO HEALTHCARE,part803_maude,1,unmatched,,,,,,,
COVIDIEN/ VALLEYLAB,COVIDIEN VALLEYLAB,part803_maude,1,unmatched,,,,,,,
COVIDIEN/COVIDIEN LLC,COVIDIEN COVIDIEN,part803_maude,1,unmatched,,,,,,,
COVIDIEN/ CARDINAL HEALTH,COVIDIEN CARDINAL HEALTH,part803_maude,1,unmatched,,,,,,,
COVIDIEN. UNITED STATES SURGICAL CORP.,COVIDIEN UNITED STATES SURGICAL,part803_maude,1,unmatched,,,,,,,
"COVIDIEN. FORMERLY VALLEYLAB, A DIVISION OF TYCO HEALTHCARE",COVIDIEN FORMERLY VALLEYLAB A DIVISION OF TYCO HEALTHCARE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN. FORMERLY TISSUE SCIENCE LABORATORIES, PLC",COVIDIEN FORMERLY TISSUE SCIENCE LABORATORIES,part803_maude,1,unmatched,,,,,,,
"COVIDIEN,FORMERLY US SURGICAL, A DIVISON OF TYCO HEALTHCARE",COVIDIEN FORMERLY SURGICAL A DIVISON OF TYCO HEALTHCARE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN,FORMERLY USSC",COVIDIEN FORMERLY USSC,part803_maude,1,unmatched,,,,,,,
"COVIDIEN,FORMERLY VALLEYLAB, A DIVISION OF TYCO HEALTHCARE",COVIDIEN FORMERLY VALLEYLAB A DIVISION OF TYCO HEALTHCARE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN,NELLCOR PURITAN BENNETT IRELAND",COVIDIEN NELLCOR PURITAN BENNETT IRELAND,part803_maude,1,unmatched,,,,,,,
"COVIDIEN,UNITED STATES SURGICAL CORP.",COVIDIEN UNITED STATES SURGICAL,part803_maude,1,unmatched,,,,,,,
COVIDIEN- FORMERLY TYCO,COVIDIEN FORMERLY TYCO,part803_maude,1,unmatched,,,,,,,
COVIDIEN- TYCO/US SURGICAL CORP,COVIDIEN TYCO SURGICAL,part803_maude,1,unmatched,,,,,,,
COVIDIEN- VALLEY LAB PFIZER,COVIDIEN VALLEY LAB PFIZER,part803_maude,1,unmatched,,,,,,,
COVIDIEN--MALLINCKRODT/LIEBEL- FLARSHEIM,COVIDIEN MALLINCKRODT LIEBEL FLARSHEIM,part803_maude,1,unmatched,,,,,,,
COVIDIEN-FORMERLY SOMANETICS,COVIDIEN FORMERLY SOMANETICS,part803_maude,1,unmatched,,,,,,,
COVIDIEN-FORMERLY TYCO HEALTHCARE,COVIDIEN FORMERLY TYCO HEALTHCARE,part803_maude,1,unmatched,,,,,,,
COVIDIEN-MALLINCKRODT,COVIDIEN MALLINCKRODT,part803_maude,1,unmatched,,,,,,,
COVIDIEN-MEDTRONIC,COVIDIEN MEDTRONIC,part803_maude,1,unmatched,,,,,,,
COVIDIEN-NELLCOR PURITAN BENNETT,COVIDIEN NELLCOR PURITAN BENNETT,part803_maude,1,unmatched,,,,,,,
COVIDIEN-NELLCORZ,COVIDIEN NELLCORZ,part803_maude,1,unmatched,,,,,,,
"BECTON DICKINSON AND CO MICROPETTE, INC.",BECTON DICKINSON AND MICROPETTE,part803_maude,1,unmatched,,,,,,,
COVIDIEN-VASCULAR THERAPIES NEUROVASCULAR (MEDTRONIC),COVIDIEN VASCULAR THERAPIES NEUROVASCULAR MEDTRONIC,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY,UNITED STATES SURGICAL CORP.",COVIDIEN FORMERLY UNITED STATES SURGICAL,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY, NELL",COVIDIEN FORMERLY NELL,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY TISSUTE",COVIDIEN FORMERLY TISSUTE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY TYOCHEA, AVENIDA HENEQUEN",COVIDIEN FORMERLY TYOCHEA AVENIDA HENEQUEN,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY TYCOHEALTH CARE",COVIDIEN FORMERLY TYCOHEALTH CARE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY TYCOHEALTH, AVENDIA HENEQUEN",COVIDIEN FORMERLY TYCOHEALTH AVENDIA HENEQUEN,part803_maude,1,unmatched,,,,,,,
"BECTON DICKINSON AND COMPANY / CAREFUSION 2200, INC.",BECTON DICKINSON AND CAREFUSION 2200,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY TYCOHEALTHCARE.",COVIDIEN FORMERLY TYCOHEALTHCARE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY TYCOHEATLCARE",COVIDIEN FORMERLY TYCOHEATLCARE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY TYCOHEATLHCARE",COVIDIEN FORMERLY TYCOHEATLHCARE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY TYCOHELTHCARE",COVIDIEN FORMERLY TYCOHELTHCARE,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY TYOC HEALTHCARE",COVIDIEN FORMERLY TYOC HEALTHCARE,part803_maude,1,unmatched,,,,,,,
"BECTON DICKINSON AND COMPANY / BECTON, DICKINSON & CO., (BD)",BECTON DICKINSON AND BECTON DICKINSON AND BD,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY US SUR....",COVIDIEN FORMERLY SUR,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY UL.S. SUR",COVIDIEN FORMERLY UL S SUR,part803_maude,1,unmatched,,,,,,,
BECTON DICKINSON AND COMPANY / BECTON DICKINSON INFUSION THERAPY SYSTEM INC.,BECTON DICKINSON AND BECTON DICKINSON INFUSION THERAPY SYSTEM,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY UNITED STATES GURGICAL",COVIDIEN FORMERLY UNITED STATES GURGICAL,part803_maude,1,unmatched,,,,,,,
BECTON DICKINSON AND COMPANY / BD RAPID DIAGNOSTICS (SUZHOU) CO. LTD.,BECTON DICKINSON AND BD RAPID DIAGNOSTICS SUZHOU,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY US SIRGICAL",COVIDIEN FORMERLY SIRGICAL,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY US SRUGICAL",COVIDIEN FORMERLY SRUGICAL,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY US SU",COVIDIEN FORMERLY SU,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY US SUGRICAL",COVIDIEN FORMERLY SUGRICAL,part803_maude,1,unmatched,,,,,,,
"COVIDIEN, FORMERLY TYCOHEAL, AVENDIA HENEQUEN",COVIDIEN FORMERLY TYCOHEAL AVENDIA HENEQUEN,part803_maude,1,unmatched,,,,,,,
