lead_sponsor_name,gvkey,start_year,end_year,note,sponsor_norm
"Eiger Group International, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 10571 (TIGER INTERNATIONAL) flagged unreliable; no manual rescue available -- left UNMAPPED,eiger group international inc
Egle Therapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 26273 (EDGE THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,egle therapeutics
"Edusa Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 24898 (DUSA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,edusa pharmaceuticals inc
Diagnostic Medical Systems,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,diagnostic medical systems
DSP Industrial Ltda,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 29722 (DSP GROUP INC) flagged unreliable; no manual rescue available -- left UNMAPPED,dsp industrial ltda
Danone Nutricia Research,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,danone nutricia research
"Danube Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,danube pharmaceuticals inc
DeCell Technologies Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 14489 (DELL TECHNOLOGIES INC) flagged unreliable; no manual rescue available -- left UNMAPPED,decell technologies inc
Defined Research,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,defined research
Dewpoint Therapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 30012 (POINT THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,dewpoint therapeutics
Diasorin Italia S.p.A.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1059 (A P S INC) flagged unreliable; no manual rescue available -- left UNMAPPED,diasorin italia s p a
EdiGene Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 62913 (DIGENE CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,edigene inc
"Dr. Reddys Laboratories, SA",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 223098 (DR REDDY'S LABORATORIES LTD) flagged unreliable; no manual rescue available -- left UNMAPPED,dr reddys laboratories sa
"Dracen Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,dracen pharmaceuticals inc
"DuKang Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,dukang pharmaceuticals inc
Dynamic Light,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 4776 (FLIGHT DYNAMICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,dynamic light
"EMET Pharmaceuticals, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 6641 (LEE PHARMACEUTICALS) flagged unreliable; no manual rescue available -- left UNMAPPED,emet pharmaceuticals llc
Ectin Research AB,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,ectin research ab
Eyestem Research Pvt. Ltd.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,eyestem research pvt ltd
FB Vision S.p.A,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1059 (A P S INC) flagged unreliable; no manual rescue available -- left UNMAPPED,fb vision s p a
FGK Clinical Research GmbH,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,fgk clinical research gmbh
Aro Biotherapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1767 (ARO CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,aro biotherapeutics
"Gila Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 20010 (AGILE THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,gila therapeutics inc
Giuliani S.p.A,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1059 (A P S INC) flagged unreliable; no manual rescue available -- left UNMAPPED,giuliani s p a
"Global Biomedical Technologies, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 31588 (GLOBAL TECHNOLOGIES LTD) flagged unreliable; no manual rescue available -- left UNMAPPED,global biomedical technologies llc
Global Institute of Stem Cell Therapy and Research,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,global institute of stem cell therapy and research
"Global Isotopes, LLC d/b/a Zevacor Molecular",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 16273 (GLOBAL A INC) flagged unreliable; no manual rescue available -- left UNMAPPED,global isotopes llc d b a zevacor molecular
Global Research Institute,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,global research institute
Great Lakes Pharmaceuticals Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,great lakes pharmaceuticals inc
Geode Therapeutics Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 26273 (EDGE THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,geode therapeutics inc
"Grupo Medifarma, S. A. de C. V.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 30584 (A S V INC) flagged unreliable; no manual rescue available -- left UNMAPPED,grupo medifarma s a de c v
"Gunkang Pharmaceuticals, Inc",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,gunkang pharmaceuticals inc
Arixa Pharmaceuticals,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 30674 (ARIAD PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,arixa pharmaceuticals
Halcygen Pharmaceuticals Limited,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 247881 (GW PHARMACEUTICALS LIMITED) flagged unreliable; no manual rescue available -- left UNMAPPED,halcygen pharmaceuticals limited
"Hanger Institute for Clinical Research and Education, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,hanger institute for clinical research and education llc
"Ariston Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,ariston pharmaceuticals inc
George (Beijing) Clinical Research Co. Ltd.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,george beijing clinical research co ltd
Aromics Therapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 175008 (AMICUS THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,aromics therapeutics
Astellas Pharma International B.V.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 2582 (C V INTERNATIONAL CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,astellas pharma international b v
Arxx Therapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 178799 (ARYX THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,arxx therapeutics
Fibrex Medical Research & Development GmbH,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9074 (RESEARCH MEDICAL INC) flagged unreliable; no manual rescue available -- left UNMAPPED,fibrex medical research and development gmbh
"Florida Academic Centers Research and Education, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,florida academic centers research and education llc
"Aspartes Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,aspartes pharmaceuticals inc
Fortis Memorial Research Institute,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,fortis memorial research institute
Asofarma de México S.A de C.V.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 30584 (A S V INC) flagged unreliable; no manual rescue available -- left UNMAPPED,asofarma de m xico s a de c v
Fuji Systems Corporation,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,fuji systems corporation
Funk It Wellness,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 6121 (IT GROUP INC) flagged unreliable; no manual rescue available -- left UNMAPPED,funk it wellness
"Generian Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,generian pharmaceuticals inc
Arvid Carlsson Research AB,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,arvid carlsson research ab
GCA (Eurosilicone),UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 4944 (GCA CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,gca eurosilicone
Arrien Pharmaceuticals,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 18749 (AERIE PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,arrien pharmaceuticals
Gateway Institute for Brain Research,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,gateway institute for brain research
Aromtech Ltd.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 29762 (AROTECH CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,aromtech ltd
Geneos Therapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25377 (NEOS THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,geneos therapeutics
DARA Therapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 23358 (CIDARA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,dara therapeutics
"CyDex Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 180231 (CPEX PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,cydex pharmaceuticals inc
Health and Happiness Research Limited,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,health and happiness research limited
Curium PET France,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 23798 (PET INC) flagged unreliable; no manual rescue available -- left UNMAPPED,curium pet france
BUZZZ Pharmaceuticals Limited,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 247881 (GW PHARMACEUTICALS LIMITED) flagged unreliable; no manual rescue available -- left UNMAPPED,buzzz pharmaceuticals limited
"C.E.M. Biotronik, S.A.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 13255 (A M E INC) flagged unreliable; no manual rescue available -- left UNMAPPED,c e m biotronik s a
CELL Technologies Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 14489 (DELL TECHNOLOGIES INC) flagged unreliable; no manual rescue available -- left UNMAPPED,cell technologies inc
CIT Ortho,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 149738 (CIT GROUP INC) flagged unreliable; no manual rescue available -- left UNMAPPED,cit ortho
CRISM Therapeutics LTD,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 19458 (CARISMA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,crism therapeutics ltd
Cabinet de Kinesitherapie SCM Saint-Alexandre,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9316 (SCM CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,cabinet de kinesitherapie scm saint-alexandre
"Cadwell Industries, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 2598 (CADE INDUSTRIES INC) flagged unreliable; no manual rescue available -- left UNMAPPED,cadwell industries inc
Caelus Pharmaceuticals BV,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 61980 (AEOLUS PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,caelus pharmaceuticals bv
"Cancer Intelligence Care Systems, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,cancer intelligence care systems inc
Cannabics Pharmaceuticals Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,cannabics pharmaceuticals inc
Capstan Therapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 27765 (CAPSTONE THERAPEUTICS CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,capstan therapeutics
B. Braun Medical Industries Sdn. Bhd.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1005 (A.B.A. INDUSTRIES INC) flagged unreliable; no manual rescue available -- left UNMAPPED,b braun medical industries sdn bhd
Cardia Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 64865 (CARDIMA INC) flagged unreliable; no manual rescue available -- left UNMAPPED,cardia inc
Cardix Therapeutics LLC,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 34570 (CARDIOL THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,cardix therapeutics llc
"B. Braun Interventional Systems, Inc",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,b braun interventional systems inc
"Baxis Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 29252 (AXYS PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,baxis pharmaceuticals inc
Brabant Research,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,brabant research
"Bivision Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,bivision pharmaceuticals inc
Biomedica Foscama S.p.A. Industria Chimico-Farmaceutica,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1059 (A P S INC) flagged unreliable; no manual rescue available -- left UNMAPPED,biomedica foscama s p a industria chimico-farmaceutica
Bespoke Clinical Research,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,bespoke clinical research
Bio2 Technologies,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 62712 (I2 TECHNOLOGIES INC) flagged unreliable; no manual rescue available -- left UNMAPPED,bio2 technologies
BioMe Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 2230 (BIOMET INC) flagged unreliable; no manual rescue available -- left UNMAPPED,biome inc
"Bioconnect Systems, Inc",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,bioconnect systems inc
Bioelectric Research Corporation,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,bioelectric research corporation
"Biomed Research & Technologies, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,biomed research and technologies inc
Bionorica Research GmbH,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,bionorica research gmbh
"Biovil Research Group, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,biovil research group llc
"Beijing Duheng for Drug Evaluation and Research Co., Ltd. (DDER)",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,beijing duheng for drug evaluation and research co ltd dder
"Bios-Therapy, Physiological Systems for Health S.p.A",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1059 (A P S INC) flagged unreliable; no manual rescue available -- left UNMAPPED,bios-therapy physiological systems for health s p a
"Biostime, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 2248 (BIOSTIM INC) flagged unreliable; no manual rescue available -- left UNMAPPED,biostime inc
Be Biopharma,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 122075 (BE INC) flagged unreliable; no manual rescue available -- left UNMAPPED,be biopharma
Biotronik Italia S.p.A.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1059 (A P S INC) flagged unreliable; no manual rescue available -- left UNMAPPED,biotronik italia s p a
"Bioview, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 19549 (BIOVIE INC) flagged unreliable; no manual rescue available -- left UNMAPPED,bioview inc
"AyuVis Research, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,ayuvis research inc
Axio Research. LLC,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,axio research llc
"Carna Biosciences, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 133164 (ACLARA BIOSCIENCES INC) flagged unreliable; no manual rescue available -- left UNMAPPED,carna biosciences inc
"Consolidated Research, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,consolidated research inc
Avisi Technologies Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 6159 (SI TECHNOLOGIES INC) flagged unreliable; no manual rescue available -- left UNMAPPED,avisi technologies inc
Collagen Research Institute,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,collagen research institute
Columbia Research Laboratories,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,columbia research laboratories
Comprehensive Research Associates,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,comprehensive research associates
"Concordia Pharmaceuticals Inc., Barbados",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,concordia pharmaceuticals inc barbados
"Concordia Pharmaceuticals, Inc",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,concordia pharmaceuticals inc
Contour Research,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,contour research
Codelco,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 3152 (COELCO LTD) flagged unreliable; no manual rescue available -- left UNMAPPED,codelco
Control Delivery Systems,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,control delivery systems
Avelos Therapeutics Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 26149 (AVALO THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,avelos therapeutics inc
Corat Therapeutics Gmbh,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 24220 (COR THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,corat therapeutics gmbh
"Corino Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 24220 (COR THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,corino therapeutics inc
"Cosette Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,cosette pharmaceuticals inc
"CrossComm, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25398 (CROSSCOM CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,crosscomm inc
Cognitive Research Corporation,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,cognitive research corporation
"Axikin Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,axikin pharmaceuticals inc
Carré Technologies Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 37200 (ARRAY TECHNOLOGIES INC) flagged unreliable; no manual rescue available -- left UNMAPPED,carr technologies inc
Chemo Research,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,chemo research
Cartilage Repair Systems BV,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,cartilage repair systems bv
Celestra Health Systems,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,celestra health systems
Center for Research and Innovation Viña Concha y Toro,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,center for research and innovation vi a concha y toro
Cerina Therapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 34469 (SERINA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,cerina therapeutics
"Cerium Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,cerium pharmaceuticals inc
Certa Therapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 18350 (OCERA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,certa therapeutics
"Chordia Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 156617 (ACORDA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,chordia therapeutics inc
Clinical Research International Limited,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,clinical research international limited
"Chrono Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 13786 (HERON THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,chrono therapeutics inc
"Chung Mei Biopharma Co., Ltd",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 6868 (MEI CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,chung mei biopharma co ltd
"Cidat, S.A. de C.V.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 30584 (A S V INC) flagged unreliable; no manual rescue available -- left UNMAPPED,cidat s a de c v
"Clasp Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 29914 (LEAP THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,clasp therapeutics inc
"ClinOhio Research Services, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,clinohio research services llc
"Clinical Research Center, Intercard Sp. z o.o.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,clinical research center intercard sp z o o
Harrison Clinical Research,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,harrison clinical research
"Healthcare Technologies and Methods, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 15465 (HEALTHCARE TECHNOLOGIES LTD) flagged unreliable; no manual rescue available -- left UNMAPPED,healthcare technologies and methods llc
Prairie Plant Systems Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,prairie plant systems inc
Medicis Technologies Corporation,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 136307 (MEDIS TECHNOLOGIES LTD) flagged unreliable; no manual rescue available -- left UNMAPPED,medicis technologies corporation
NLT Spine,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 7659 (NLT CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,nlt spine
Nalo Therapeutics Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 26149 (AVALO THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,nalo therapeutics inc
